t_index	term	df
11346	their	2
11347	theme	7
11348	theodor	2
11349	theolog	2
11350	theoret	3
11351	theori	29
11352	theoriz	4
11353	thepaid	1
11354	therapi	1
11355	theresa	1
11356	thermomet	2
11357	thescap	1
11358	thesi	1
11359	thevenot	2
11360	thick	1
11361	thicker	3
11362	thief	1
11363	thiessen	1
11364	thiev	6
11365	thigh	2
11366	thin	4
11367	thing	104
11368	thing99	1
11369	think	227
11370	thinker	1
11371	thinner	1
11372	third	7
11373	thirdli	1
11374	thirteen	3
11375	thirti	11
11376	thirtysometh	1
11377	thoma	18
11378	thompson	4
11379	thorbjoern	2
11380	thorbjorn	1
11381	thorn	1
11382	thornburgh	1
11383	thornel	1
11384	thorni	1
11385	thorough	3
11386	thoroughfar	3
11387	thoroughli	1
11388	thought	106
11389	thousand	156
11390	thrash	1
11391	thread	4
11392	threadbar	1
11393	threat	105
11394	threatcon	1
11395	threaten	46
11396	threshold	2
11397	threw	16
11398	thrill	5
11399	thriller	1
11400	thrive	6
11401	throat	5
11402	throne	2
11403	throng	6
11404	throw	17
11405	throwback	2
11406	thrower	1
11407	thrown	24
11408	thrust	3
11409	thug	5
11410	thuggish	2
11411	thugocraci	2
11412	thumb	6
11413	thunder	3
11414	thunderbird	1
11415	thurmond	1
11416	thursdai	219
11417	thuzz	1
11418	thwart	5
11419	ti	78
11420	tia	2
11421	tiananmen	1
11422	tibet	2
11423	tick	3
11424	ticket	11
11425	tidal	2
11426	tide	7
11427	tie	27
11428	tiebreak	10
11429	tien	1
11430	tiffani	2
11431	tight	22
11432	tighten	11
11433	tighter	3
11434	tightest	2
11435	tightli	4
11436	tijan	3
11437	tilak	1
11438	tile	2
11439	tilt	6
11440	time	17
11441	timelin	4
11442	timet	4
11443	timid	2
11444	timism	1
11445	timo	1
11446	timocka	1
11447	timothi	4
11448	tin	1
11449	tini	23
11450	tinker	1
11451	tinkl	1
11452	tiot	1
11453	tip	59
11454	tipper	2
11455	tipster	1
11456	tire	29
11457	tireless	1
11458	tirelessli	2
11459	tirm	2
11460	titl	50
11461	titleist	1
11462	titlist	2
11463	tito	6
11464	tnt	7
11465	toadi	1
11466	toast	3
11467	toastst	1
11468	tobacco	3
11469	tod	2
11470	todai	316
11471	todd	21
11472	toddler	3
11473	toe	5
11474	togo	1
11475	tohouri	1
11476	toi	4
11477	toietnam	1
11478	toilet	3
11479	token	2
11480	tokov	1
11481	tokyo	25
11482	told	277
11483	toledo	15
11484	toler	12
11485	tolkach	1
11486	toll	80
11487	tolli	1
11488	tolstoi	1
11489	tomahawk	6
11490	tomato	2
11491	tomb	1
11492	tomic	2
11493	tomislav	1
11494	tommi	9
11495	tomorrow	41
11496	tomorrow99	1
11497	ton	47
11498	tone	16
11499	tong	1
11500	tongu	9
11501	toni	34
11502	tonig	2
11503	tonight	104
11504	tonugu	1
11505	took	216
11506	tool	21
11507	toothless	1
11508	top	14
11509	topic	1
11510	topmost	1
11511	topolev	2
11512	toppl	26
11513	torch	11
11514	tore	41
11515	tori	1
11516	torment	10
11517	torn	8
11518	torpedo	64
11519	torr	1
11520	torricelli	1
11521	torso	1
11522	tortilla	1
11523	tortur	14
11524	toscap	1
11525	toss	14
11526	tossup	3
11527	total	75
11528	totalitarian	1
11529	tote	4
11530	totter	1
11531	touch	37
11532	touchdown	1
11533	touchi	2
11534	tough	33
11535	toughen	1
11536	tougher	2
11537	toughest	2
11538	tour	46
11539	tourism	1
11540	tourist	12
11541	tournament	51
11542	tout	2
11543	tow	13
11544	towel	1
11545	tower	21
11546	town	115
11547	townsend	1
11548	townspeopl	2
11549	trac	1
11550	trace	13
11551	tracei	1
11552	traci	1
11553	track	47
11554	trade	72
11555	trader	11
11556	tradit	41
11557	tradition	4
11558	traffic	25
11559	traffick	22
11560	tragedi	48
11561	tragic	15
11562	trai	1
11563	trail	45
11564	trailer	13
11565	train	57
11566	trainer	14
11567	traips	1
11568	trait	1
11569	traition	1
11570	traitor	1
11571	trajkov	1
11572	trampl	2
11573	tran	7
11574	trang	1
11575	tranquil	6
11576	transact	6
11577	transcend	1
11578	transcript	6
11579	transfer	27
11580	transform	6
11581	transit	45
11582	translat	21
11583	transmiss	2
11584	transmit	1
11585	transmitt	1
11586	transnat	1
11587	transpar	13
11588	transpir	3
11589	transport	55
11590	traor	1
11591	trap	73
11592	trash	13
11593	trauma	7
11594	traumat	5
11595	travail	1
11596	travel	71
11597	travel_warn	1
11598	travelg	1
11599	travesti	2
11600	tread	1
11601	treason	2
11602	treasur	5
11603	treasuri	2
11604	treat	39
11605	treati	7
11606	treatment	34
11607	trebjesanin	1
11608	tredwai	1
11609	tree	13
11610	treeless	1
11611	trek	2
11612	trembl	1
11613	tremend	8
11614	tremor	23
11615	trench	2
11616	trenchantli	1
11617	trend	17
11618	trent	7
11619	tri	118
11620	triag	1
11621	trial	82
11622	triangl	1
11623	tribal	10
11624	tribe	9
11625	tribesmen	1
11626	tribespeopl	1
11627	tribun	30
11628	tribut	12
11629	trichovich	1
11630	trick	13
11631	tricki	6
11632	trickl	4
11633	tricov	1
11634	trident	1
11635	trigger	28
11636	trillion	2
11637	trim	12
11638	trio	1
11639	trip	83
11640	tripl	4
11641	triplett	1
11642	tripoli	1
11643	tripp	1
11644	triumph	15
11645	trivedi	1
11646	troop	67
11647	trooper	5
11648	trophi	3
11649	tropic	1
11650	trot	2
11651	troubl	64
11652	troublemak	1
11653	troublesom	2
11654	trounc	1
11655	troup	1
11656	trove	1
11657	truce	3
11658	truck	66
11659	trucker	2
11660	truckload	5
11661	true	36
11662	truer	1
11663	truli	16
11664	truman	5
11665	trumpet	4
11666	trundl	1
11667	trust	26
11668	trustworthi	1
11669	truth	20
11670	truthfulli	2
11671	try	260
11672	tsvangirai	1
11673	tu	1
11674	tube	11
11675	tuck	3
11676	tucker	1
11677	tudela	10
11678	tudjman	3
11679	tuesdai	164
11680	tug	4
11681	tugboat	1
11682	tull	7
11683	tumb	1
11684	tumbl	7
11685	tumult	2
11686	tumultu	5
11687	tuna	1
11688	tune	7
11689	tuneup	2
11690	tungata	1
11691	tunisia	1
11692	tunnel	5
11693	tupac	4
11694	turban	1
11695	turbin	3
11696	turbul	4
11697	tureen	1
11698	turf	1
11699	turk	2
11700	turkei	17
11701	turkish	2
11702	turmoil	16
11703	turn	182
11704	turnaround	2
11705	turncoat	1
11706	turner	1
11707	turnout	27
11708	turnov	7
11709	tusca	1
11710	tussl	1
11711	tutori	1
11712	tuxedo	1
11713	tv	64
11714	twa	1
11715	twelfth	1
11716	twice	42
11717	twig	1
11718	twin	14
11719	twist	21
11720	tx	14
11721	ty	4
11722	tyner	1
11723	type	23
11724	typewrit	1
11725	typhu	1
11726	typic	6
11727	typifi	1
11728	typograph	2
11729	tyranni	3
11730	tyrant	2
11731	tyson	5
11732	tysyacheletiy	1
11733	u2	2
11734	ueno	2
11735	ufwet	1
11736	ugaz	3
11737	ugli	3
11738	uh	1
11739	ulihrach	2
11740	ultim	31
11741	ultimatum	3
11742	ultra	1
11743	ultralight	3
11744	ultramodern	2
11745	ultranationalist	3
11746	umbil	1
11747	umbrella	2
11748	umc	1
11749	umesh	1
11750	umpir	6
11751	unabl	24
11752	unaccept	7
11753	unaccount	12
11754	unambigu	1
11755	unanim	6
11756	unannounc	4
11757	unansw	4
11758	unapologet	1
11759	unarm	5
11760	unattend	1
11761	unauthor	3
11762	unavoid	2
11763	unawar	3
11764	unbalanc	1
11765	unbear	1
11766	unbeaten	1
11767	unbeliev	6
11768	unbias	2
11769	unborn	1
11770	unbridl	1
11771	unbroken	2
11772	uncal	1
11773	uncanni	1
11774	unceasingli	1
11775	uncertain	14
11776	uncertainti	12
11777	unchalleng	3
11778	unchang	6
11779	uncharacterist	2
11780	uncharismat	1
11781	uncheck	4
11782	uncl	9
11783	unclaim	2
11784	unclassifi	3
11785	unclear	27
11786	uncoil	1
11787	uncollect	1
11788	uncomfort	2
11789	uncommit	2
11790	uncommon	1
11791	unconcern	1
11792	uncondit	2
11793	uncondition	2
11794	unconfirm	3
11795	unconsci	2
11796	unconstitut	2
11797	unconvinc	1
11798	uncork	1
11799	uncorrupt	1
11800	uncount	1
11801	uncov	14
11802	uncrit	1
11803	undaunt	1
11804	undecid	8
11805	undef	1
11806	undemocrat	3
11807	underag	4
11808	undercov	1
11809	undercut	9
11810	underdog	1
11811	underestim	5
11812	undergo	7
11813	undergon	1
11814	underground	6
11815	underli	3
11816	underlin	3
11817	undermin	14
11818	underneath	7
11819	underpaid	1
11820	underscor	14
11821	undersea	1
11822	undersecretari	5
11823	undersheriff	2
11824	understaf	1
11825	understand	55
11826	understat	1
11827	understood	11
11828	understudi	1
11829	undertak	5
11830	undertaken	6
11831	underton	1
11832	undertook	1
11833	underw	5
11834	underwai	9
11835	underwat	21
11836	underwood	1
11837	underworld	3
11838	undescrib	1
11839	undeserv	2
11840	undetect	6
11841	undisclos	2
11842	undisput	2
11843	undisturb	1
11844	undivid	1
11845	undo	1
11846	undoc	1
11847	undon	1
11848	undoubtedli	3
11849	undu	2
11850	unduli	2
11851	unearth	4
11852	uneasi	8
11853	unelect	1
11854	unemploi	2
11855	unemploy	3
11856	unenforc	1
11857	unequivoc	2
11858	uner	2
11859	unesco	1
11860	unexpect	9
11861	unexpectedli	4
11862	unexpir	1
11863	unexplain	4
11864	unexplod	4
11865	unfair	13
11866	unfairli	4
11867	unfamiliar	4
11868	unfathom	2
11869	unfaz	3
11870	unfett	9
11871	unfinish	4
11872	unfit	15
11873	unflatt	1
11874	unfold	12
11875	unforc	12
11876	unfortun	17
11877	unfound	3
11878	unfurl	1
11879	ungovern	2
11880	unhappi	4
11881	unharm	5
11882	unheard	1
11883	unhelp	1
11884	unhurt	1
11885	unicef	1
11886	unidentifi	15
11887	unif	2
11888	unifi	12
11889	uniform	24
11890	unilater	1
11891	unimagin	3
11892	uninform	1
11893	uninhabit	1
11894	unintellig	1
11895	unintend	1
11896	union	60
11897	unionist	2
11898	uniqu	3
11899	unit	376
11900	uniti	23
11901	univers	65
11902	univis	3
11903	unjust	3
11904	unjustifi	7
11905	unjustli	1
11906	unknowingli	1
11907	unknown	38
11908	unlaw	1
11909	unleash	5
11910	unless	14
11911	unlevel	1
11912	unlik	31
11913	unlimit	2
11914	unload	11
11915	unman	1
11916	unmark	1
11917	unmistak	2
11918	unnam	4
11919	unnecessari	6
11920	unnot	1
11921	unoffici	5
11922	unpack	1
11923	unpalat	1
11924	unpolish	1
11925	unpopular	7
11926	unpreced	27
11927	unprecedentedli	1
11928	unpredict	4
11929	unpretenti	2
11930	unprint	1
11931	unprotect	4
11932	unpunish	1
11933	unquestion	1
11934	unravel	8
11935	unreason	2
11936	unrecov	1
11937	unregul	3
11938	unrel	5
11939	unreli	2
11940	unrepres	2
11941	unresolv	4
11942	unrest	17
11943	unrestrict	1
11944	unsaf	3
11945	unsatisfactori	4
11946	unsatisfi	1
11947	unsavori	2
11948	unscath	5
11949	unschedul	2
11950	unscom	1
11951	unscript	1
11952	unscrupul	2
11953	unseason	1
11954	unseat	11
11955	unsecur	4
11956	unseed	12
11957	unseen	2
11958	unselfish	1
11959	unsettl	6
11960	unshaken	2
11961	unshaven	1
11962	unsheath	1
11963	unspecif	3
11964	unspecifi	6
11965	unspectacular	3
11966	unspoken	1
11967	unstabl	9
11968	unsteadi	1
11969	unsteadili	1
11970	unsubstanti	2
11971	unsuccess	12
11972	unsuccessfulli	3
11973	unsupervis	2
11974	unsur	6
11975	unsuspect	1
11976	unswervingli	2
11977	unsympathet	1
11978	untabul	2
11979	untaint	1
11980	untal	1
11981	untap	2
11982	untest	2
11983	unthink	3
11984	unthreaten	2
11985	untold	2
11986	untouch	3
11987	untreat	2
11988	untrustworthi	1
11989	untruth	2
11990	unus	2
11991	unusu	29
11992	unveil	3
11993	unwant	3
11994	unwarr	1
11995	unwil	10
11996	unwilling	3
11997	unwis	2
11998	unwittingli	2
11999	up	1
12000	upbeat	1
12001	upcom	10
12002	updat	18
12003	upfront	1
12004	upheav	5
12005	upheld	1
12006	uphil	2
12007	uphold	3
12008	upkeep	1
12009	upper	8
12010	upris	44
12011	uproar	5
12012	uproot	1
12013	upscal	3
12014	upset	40
12015	upshot	1
12016	upsid	3
12017	upstag	1
12018	upstart	2
12019	upstat	2
12020	upsurg	1
12021	upto	1
12022	upward	2
12023	ural	2
12024	urban	8
12025	urdu	2
12026	ureg	1
12027	urg	92
12028	urgenc	4
12029	urgent	12
12030	uruguai	2
12031	urvashi	1
12032	us	259
12033	usa	6
12034	usaid	2
12035	usama	1
12036	usdoj	1
12037	usha	1
12038	usher	3
12039	uss	228
12040	ussol	1
12041	ussr	2
12042	ustacov	1
12043	ustakov	1
12044	ustokov	1
12045	usual	39
12046	usulutan	1
12047	utah	6
12048	utensil	1
12049	util	5
12050	uttar	4
12051	utter	3
12052	utterli	14
12053	uvarov	1
12054	uvil	1
12055	uwint	1
12056	uzic	1
12057	va	39
12058	vacanc	11
12059	vacant	3
12060	vacat	15
12061	vacuum	5
12062	vadim	8
12063	vagari	1
12064	vagu	3
12065	vaibhav	3
12066	vaidya	1
12067	vain	6
12068	vajpaye	13
12069	valdimir	2
12070	valentin	37
12071	valetin	1
12072	valiantli	1
12073	valid	6
12074	vall	1
12075	vallanc	1
12076	vallei	4
12077	vallentin	1
12078	valu	21
12079	valuabl	8
12080	van	21
12081	vandal	3
12082	vanek	9
12083	vanish	6
12084	vanquish	2
12085	vantag	1
12086	vap	1
12087	vapid	1
12088	vara	3
12089	varadero	1
12090	varga	3
12091	vari	7
12092	variat	2
12093	varieti	9
12094	variou	24
12095	various	1
12096	varonec	1
12097	vasiltsov	1
12098	vassal	1
12099	vast	23
12100	vastli	4
12101	vat	1
12102	vault	3
12103	vavrinec	1
12104	vecernj	2
12105	vedrin	4
12106	veekz	1
12107	veen	1
12108	vega	4
12109	veget	1
12110	vehement	3
12111	vehicl	47
12112	veil	9
12113	vein	1
12114	velensuela	1
12115	velez	1
12116	velimir	2
12117	vellari	1
12118	vend	1
12119	vendor	2
12120	veneer	1
12121	venero	1
12122	venezuela	3
12123	venezuelan	2
12124	veng	2
12125	venom	2
12126	vent	1
12127	ventil	1
12128	ventur	15
12129	ventura	1
12130	venturoni	1
12131	venu	36
12132	verandah	2
12133	verb	2
12134	verbal	3
12135	verdict	24
12136	verg	7
12137	verifi	7
12138	vermont	3
12139	vern	24
12140	vernon	6
12141	vero	3
12142	veronica	1
12143	veronika	1
12144	vers	5
12145	version	18
12146	versu	1
12147	vertigo	1
12148	veselinov	1
12149	vesna	2
12150	vessel	56
12151	vest	8
12152	vestig	7
12153	vet	2
12154	veteran	41
12155	veto	2
12156	vetrivinia	1
12157	vex	1
12158	vibe	1
12159	vibrat	1
12160	vicar	1
12161	vicario	3
12162	vice	91
12163	vicent	1
12164	viciou	3
12165	vick	1
12166	victim	104
12167	victor	14
12168	victori	140
12169	video	40
12170	videodisc	1
12171	videotap	30
12172	vidyayevo	1
12173	vienna	1
12174	viet	3
12175	vietcong	1
12176	vietnam	55
12177	vietnames	45
12178	view	61
12179	viewer	6
12180	viewpoint	1
12181	vigil	23
12182	vigor	10
12183	vij	1
12184	vijai	1
12185	vijesti	1
12186	vike	1
12187	vikram	1
12188	viktor	1
12189	vila	1
12190	vile	1
12191	vilifi	4
12192	villa	4
12193	villag	34
12194	villain	1
12195	villamil	1
12196	villanueva	3
12197	vilonuaeva	1
12198	vinc	1
12199	vincent	4
12200	vinci	4
12201	vinciguerra	2
12202	vindic	3
12203	vindict	2
12204	vineet	2
12205	vinegar	1
12206	vini	1
12207	vinroot	1
12208	vintag	1
12209	violat	31
12210	violenc	106
12211	violent	33
12212	vip	2
12213	viral	1
12214	virgin	2
12215	virgini	4
12216	virginia	60
12217	virginian	1
12218	virtu	3
12219	virtual	25
12220	viru	7
12221	virul	1
12222	visa	8
12223	viscer	1
12224	visibl	37
12225	vision	11
12226	visit	155
12227	visitor	6
12228	visor	1
12229	vista	1
12230	visual	4
12231	vital	17
12232	vitali	1
12233	vitamin	1
12234	vitup	1
12235	vituper	1
12236	vivid	5
12237	vividli	2
12238	viyanka	2
12239	vladamiro	1
12240	vladan	2
12241	vlademi	1
12242	vlademiro	1
12243	vladimero	1
12244	vladimir	79
12245	vladimiro	42
12246	vlajko	4
12247	vlatislav	1
12248	vm	4
12249	vo	2
12250	voa	58
12251	vocabulari	1
12252	vocal	3
12253	vodafon	7
12254	vogu	2
12255	voic	35
12256	void	7
12257	voinovich	1
12258	voislav	1
12259	vojislav	98
12260	vojislov	3
12261	vojvodina	5
12262	volatil	18
12263	volcan	1
12264	volcano	1
12265	volgin	1
12266	vollei	16
12267	volta	1
12268	volum	1
12269	volunt	28
12270	voluntarili	2
12271	von	5
12272	vopt	1
12273	vote	183
12274	voter	65
12275	vow	45
12276	voyag	5
12277	vranj	2
12278	vranjkov	1
12279	vu	1
12280	vucic	1
12281	vuk	5
12282	vukicev	1
12283	vulcanologist	1
12284	vulner	35
12285	vuong	1
12286	vy	2
12287	vya	3
12288	vyacheslav	4
12289	vycheslav	1
12290	wad	1
12291	wada	1
12292	wade	4
12293	wadi	2
12294	waft	2
12295	wage	14
12296	wagner	3
12297	wahab	1
12298	waifish	1
12299	waight	1
12300	wail	9
12301	wainek	1
12302	waisman	1
12303	waistband	1
12304	wait	99
12305	waiv	7
12306	waiver	5
12307	wake	32
12308	wakeforest	1
12309	wakil	1
12310	wal	1
12311	walden	2
12312	waldo	1
12313	walk	69
12314	walker	7
12315	walki	1
12316	walkout	7
12317	wall	73
12318	wallac	3
12319	walter	6
12320	wand	2
12321	wanda	1
12322	wander	15
12323	wane	9
12324	wanna	1
12325	want	287
12326	war	28
12327	warden	4
12328	ware	1
12329	warehous	3
12330	warfar	9
12331	warhead	1
12332	wari	6
12333	warili	1
12334	warm	14
12335	warmer	1
12336	warmest	1
12337	warmli	2
12338	warmth	2
12339	warmup	4
12340	warn	109
12341	warner	6
12342	warp	1
12343	warplan	5
12344	warrant	16
12345	warren	9
12346	warrior	5
12347	warsaw	1
12348	warship	77
12349	wartim	2
12350	wash	9
12351	washak	1
12352	washington	212
12353	wasn	55
12354	wast	5
12355	wastag	1
12356	watch	99
12357	watchdog	2
12358	watcher	5
12359	watchman	3
12360	watchtow	1
12361	water	114
12362	waterfront	2
12363	waterg	1
12364	waterlin	11
12365	watermelon	1
12366	watersh	1
12367	waterwai	2
12368	watkin	1
12369	watson	2
12370	wave	60
12371	waver	2
12372	wax	1
12373	waybourn	1
12374	wayn	6
12375	wayner	1
12376	wbai	1
12377	wc	1
12378	wcau	1
12379	weak	28
12380	weaken	8
12381	weaker	9
12382	wealth	8
12383	wealthi	15
12384	wealthier	1
12385	wealthiest	1
12386	weapon	75
12387	weaponri	9
12388	wear	40
12389	weari	15
12390	weather	48
12391	weav	1
12392	web	18
12393	webb	1
12394	weber	1
12395	websit	7
12396	webster	8
12397	wed	10
12398	wedg	1
12399	wednesdai	177
12400	week	380
12401	weekend	65
12402	weekli	10
12403	weekz	1
12404	weep	14
12405	weigh	13
12406	weight	14
12407	weighti	1
12408	weingartn	2
12409	weird	3
12410	welcom	49
12411	weld	7
12412	welder	1
12413	weldon	2
12414	welfar	3
12415	well	4
12416	wendi	1
12417	wento	1
12418	wep	2
12419	wept	4
12420	weren	24
12421	weslei	3
12422	west	125
12423	western	121
12424	westminst	1
12425	westward	1
12426	wet	3
12427	wethi	10
12428	wgbh	6
12429	whack	2
12430	whale	2
12431	whatsoev	3
12432	wheat	1
12433	wheaton	1
12434	wheel	9
12435	wheelchair	1
12436	wheeler	3
12437	whereabout	23
12438	whet	1
12439	whiff	1
12440	whilst	3
12441	whim	1
12442	whip	5
12443	whippani	1
12444	whirlwind	1
12445	whisk	1
12446	whisper	3
12447	whistl	5
12448	whistleblow	1
12449	whitacr	1
12450	white	168
12451	whitewash	3
12452	whitewat	19
12453	whitman	3
12454	whitmir	1
12455	whittl	2
12456	wholeheartedli	1
12457	wholesal	1
12458	wholesom	1
12459	wholli	1
12460	whop	4
12461	wibberlei	5
12462	wichita	1
12463	wick	1
12464	wide	73
12465	widen	7
12466	wider	9
12467	widespread	18
12468	widow	45
12469	wield	7
12470	wife	131
12471	wiland	1
12472	wild	20
12473	wildcard	1
12474	wildest	1
12475	wildli	6
12476	wildlif	1
12477	wilk	1
12478	will	27
12479	willi	4
12480	william	143
12481	williams	2
12482	williamsport	4
12483	willing	8
12484	wilma	1
12485	wilson	31
12486	wimbledon	23
12487	win	153
12488	wind	24
12489	windfal	1
12490	windi	1
12491	window	43
12492	windowless	1
12493	wing	7
12494	wingat	1
12495	winner	86
12496	winsegerera	1
12497	winston	5
12498	winter	4
12499	winton	2
12500	wipe	16
12501	wire	17
12502	wisconsin	15
12503	wisdom	3
12504	wise	2
12505	wiser	2
12506	wish	38
12507	wisher	3
12508	wisnep	1
12509	wisnip	1
12510	wist	1
12511	wit	76
12512	witch	1
12513	withdraw	19
12514	withdrawn	5
12515	withdrew	16
12516	wither	1
12517	withheld	4
12518	withhold	5
12519	withstand	8
12520	withstood	3
12521	witless	2
12522	witt	1
12523	wittmann	2
12524	wive	2
12525	wnbc	1
12526	wodi	1
12527	woe	1
12528	woefulli	1
12529	woke	5
12530	woken	3
12531	wolf	4
12532	wolfenson	1
12533	wolfowitz	1
12534	wolfson	4
12535	woman	61
12536	women	106
12537	won	173
12538	wond	1
12539	wonder	41
12540	wont	1
12541	woo	2
12542	wood	18
12543	wooden	10
12544	woodford	2
12545	woodgouskov	1
12546	woodland	14
12547	woodleaf	1
12548	woodridg	1
12549	woodrow	2
12550	woodruff	8
12551	woodword	1
12552	woolridg	1
12553	woolsei	1
12554	wooster	1
12555	word	92
12556	wore	22
12557	work	321
12558	workadai	1
12559	workboat	1
12560	worker	141
12561	workforc	4
12562	workmen	1
12563	workplac	1
12564	workshop	3
12565	worl	1
12566	world	244
12567	worldconcern	1
12568	worldli	2
12569	worldrelief	1
12570	worldvis	1
12571	worldwid	22
12572	worn	9
12573	worri	52
12574	worriesom	1
12575	worrisom	1
12576	wors	28
12577	worsen	6
12578	worship	15
12579	worshipp	1
12580	worst	60
12581	worth	26
12582	worthsal	1
12583	worthwhil	1
12584	wouldn	48
12585	wound	100
12586	wow	1
12587	wrack	4
12588	wrangl	2
12589	wrap	17
12590	wraparound	1
12591	wrath	2
12592	wrc	1
12593	wre	1
12594	wreak	3
12595	wreck	14
12596	wreckag	24
12597	wrench	9
12598	wrest	5
12599	wring	3
12600	wrinkl	1
12601	wrist	3
12602	writ	1
12603	write	29
12604	writer	11
12605	written	44
12606	wrn	1
12607	wrong	50
12608	wrongdo	8
12609	wrote	41
12610	wrought	1
12611	wta	2
12612	www	61
12613	wxyz	1
12614	wych	3
12615	wyo	5
12616	wyom	3
12617	xavier	1
12618	xenophob	3
12619	xenophobia	2
12620	xiang	1
12621	xinjiang	2
12622	xuan	1
12623	ya	1
12624	yaakov	1
12625	yacht	3
12626	yahia	1
12627	yakovlev	1
12628	yale	2
12629	yamoussoukro	1
12630	yan	1
12631	yank	2
12632	yanke	1
12633	yanyodiwich	1
12634	yapi	1
12635	yard	22
12636	yarra	1
12637	yashwant	1
12638	yasser	14
12639	yassir	1
12640	yaun	1
12641	yaya	1
12642	ye	26
12643	yeah	13
12644	year	578
12645	yearli	1
12646	yell	2
12647	yellow	7
12648	yeltsin	4
12649	yemen	240
12650	yemeni	129
12651	yere	1
12652	yeshiva	1
12653	yesterdai	67
12654	yevgen	1
12655	yevgeni	27
12656	yi	1
12657	yield	10
12658	yodowich	1
12659	yojislav	1
12660	yomiuri	2
12661	yonah	1
12662	yopougon	5
12663	yore	1
12664	york	91
12665	yorker	3
12666	yorkman	1
12667	yoshiro	5
