t_index	term	df
1776	bosnian	5
1777	boss	10
1778	boston	18
1779	botch	5
1780	bother	9
1781	bottl	5
1782	bouak	1
1783	boucher	8
1784	bouffard	1
1785	bought	10
1786	boulevard	1
1787	bounc	7
1788	bound	15
1789	boundari	2
1790	bounti	1
1791	bout	2
1792	bow	11
1793	bowel	2
1794	bowen	2
1795	bowl	1
1796	bowman	1
1797	bowmen	1
1798	bowrei	1
1799	box	17
1800	boxer	1
1801	boycot	26
1802	boycott	18
1803	boyd	1
1804	boyfriend	4
1805	bozov	3
1806	braca	2
1807	brace	4
1808	braci	1
1809	bracket	1
1810	brad	6
1811	bradi	1
1812	bradman	1
1813	bradshaw	1
1814	brag	4
1815	brain	2
1816	brainwash	3
1817	brake	1
1818	branch	9
1819	brand	6
1820	brandish	6
1821	brandon	1
1822	brash	2
1823	brass	4
1824	brave	6
1825	bravent	1
1826	braveri	2
1827	bravo	4
1828	brazen	1
1829	brazil	2
1830	brazilian	1
1831	breach	3
1832	bread	1
1833	breadbasket	2
1834	break	111
1835	breakawai	2
1836	breakdown	3
1837	breaker	1
1838	breakfast	6
1839	breakout	9
1840	breakthrough	12
1841	breakup	3
1842	breast	4
1843	breath	6
1844	breaux	1
1845	breed	5
1846	breez	6
1847	breme	1
1848	bremer	1
1849	brenton	2
1850	brevant	1
1851	brew	3
1852	brewer	1
1853	brian	15
1854	bribe	40
1855	briberi	10
1856	brick	12
1857	bride	1
1858	bridg	19
1859	bridgett	1
1860	brie	6
1861	brief	63
1862	briefli	24
1863	brien	1
1864	brig	1
1865	brigad	3
1866	bright	11
1867	brighten	2
1868	brighter	1
1869	brightest	2
1870	brightli	1
1871	brilliant	3
1872	brim	1
1873	bring	126
1874	brink	6
1875	brisk	1
1876	briskli	3
1877	bristl	3
1878	britain	37
1879	british	56
1880	briton	3
1881	broad	14
1882	broadcast	59
1883	broaden	2
1884	broader	9
1885	broadli	3
1886	broder	1
1887	brokaw	1
1888	broke	91
1889	broken	49
1890	broker	7
1891	brokerag	1
1892	bronco	1
1893	bronxvil	1
1894	bronz	2
1895	brood	1
1896	brook	3
1897	brooklyn	1
1898	broom	1
1899	brother	73
1900	brought	116
1901	brow	2
1902	brown	18
1903	broz	1
1904	bruce	1
1905	bruis	7
1906	brunei	22
1907	brunswick	1
1908	brunt	4
1909	brush	7
1910	brussel	6
1911	brutal	16
1912	bryan	4
1913	bryann	1
1914	bryant	1
1915	bu	18
1916	bubbl	2
1917	buccan	1
1918	buchanan	7
1919	buck	9
1920	bucket	4
1921	buckl	13
1922	bud	3
1923	budapest	1
1924	buddhist	1
1925	buddi	1
1926	budget	9
1927	budnev	1
1928	budor	1
1929	budsmen	1
1930	budva	1
1931	bueni	1
1932	buf	4
1933	buff	4
1934	buffalo	3
1935	buffer	1
1936	bug	5
1937	bugss	1
1938	bui	44
1939	build	170
1940	builder	6
1941	buildup	2
1942	built	29
1943	bulatov	7
1944	bulg	1
1945	bulgaria	3
1946	bulk	4
1947	bulkhead	4
1948	bulki	1
1949	bulldoz	25
1950	bullet	10
1951	bulletin	3
1952	bulletproof	3
1953	bulli	3
1954	bullzdoz	1
1955	bum	1
1956	bump	2
1957	bumper	4
1958	bumpi	1
1959	bunch	5
1960	bundl	1
1961	bungl	6
1962	bunk	5
1963	bunker	7
1964	bunkroom	1
1965	bunt	1
1966	buoi	7
1967	buraika	1
1968	burch	1
1969	burden	7
1970	bureau	33
1971	bureaucraci	4
1972	bureaucrat	7
1973	burglar	7
1974	burglari	8
1975	burgsmul	2
1976	buri	85
1977	burial	13
1978	burk	6
1979	burkhard	1
1980	burkina	8
1981	burkinab	1
1982	burkl	5
1983	burli	4
1984	burn	47
1985	burner	2
1986	burnt	3
1987	burri	1
1988	burst	10
1989	burton	5
1990	buse	19
1991	bush	99
1992	bushi	1
1993	bushnel	1
1994	busi	90
1995	busiest	1
1996	busili	1
1997	businessman	54
1998	businessmen	5
1999	buss	1
2000	bust	7
2001	bustamant	1
2002	bustl	5
2003	butcher	4
2004	butter	1
2005	button	4
2006	buttress	5
2007	buyer	2
2008	buzz	6
2009	bye	5
2010	bypass	5
2011	byrd	6
2012	c4	1
2013	c9	5
2014	cab	2
2015	cabana	1
2016	cabin	2
2017	cabinet	32
2018	cabl	5
2019	cacak	8
2020	cach	2
2021	cadav	1
2022	cadet	1
2023	caeti	1
2024	cafe	4
2025	cafetalon	1
2026	cafeteria	1
2027	cage	5
2028	cagl	1
2029	cahokia	3
2030	cairo	5
2031	caisson	1
2032	cake	5
2033	calam	5
2034	calamit	1
2035	calatrava	2
2036	calcul	10
2037	calculu	1
2038	calcutta	3
2039	calderon	1
2040	calei	1
2041	calena	1
2042	calhoun	1
2043	calib	4
2044	calif	7
2045	california	32
2046	calina	1
2047	calix	1
2048	call	309
2049	callahan	1
2050	callen	3
2051	caller	5
2052	callou	1
2053	callous	1
2054	calm	38
2055	calmli	1
2056	calvario	6
2057	calvert	1
2058	cambodia	3
2059	camden	1
2060	camel	3
2061	camera	26
2062	cameraman	3
2063	cameroon	2
2064	camouflag	7
2065	camp	49
2066	campaign	155
2067	campbel	1
2068	campfir	3
2069	campground	1
2070	campu	2
2071	can	2
2072	canada	14
2073	canal	21
2074	canberra	1
2075	cancel	38
2076	cancer	45
2077	candid	144
2078	candidaci	15
2079	candiotti	2
2080	candl	3
2081	candlelight	4
2082	candor	2
2083	cane	2
2084	canist	2
2085	cannadai	3
2086	cannistraro	4
2087	cannon	3
2088	canon	1
2089	canopi	2
2090	canton	1
2091	cantwel	4
2092	canva	3
2093	canvass	3
2094	cap	19
2095	capabl	25
2096	capac	15
2097	cape	2
2098	capit	159
2099	capitalist	2
2100	capitol	28
2101	capitul	1
2102	capp	1
2103	capriati	33
2104	capsul	2
2105	capt	30
2106	captain	28
2107	captiv	6
2108	captor	4
2109	captur	58
2110	car	99
2111	caraca	2
2112	carat	1
2113	caravan	3
2114	carbon	2
2115	card	21
2116	cardboard	1
2117	cardiopulmonari	1
2118	care	71
2119	career	50
2120	carefulli	17
2121	carei	1
2122	caretak	4
2123	cargo	12
2124	caribbean	2
2125	carin	1
2126	cario	1
2127	carjack	2
2128	carl	4
2129	carlo	29
2130	carlson	1
2131	carlton	1
2132	carman	1
2133	carmelo	2
2134	carmen	4
2135	carmodi	4
2136	carnahan	66
2137	carnahan2000	6
2138	carnahand	1
2139	carniv	1
2140	carol	6
2141	carolina	5
2142	carpent	7
2143	carper	8
2144	carpet	5
2145	carpetbagg	2
2146	carr	1
2147	carri	183
2148	carrier	20
2149	carrol	2
2150	carrot	1
2151	carson	5
2152	cart	1
2153	carter	10
2154	carthag	2
2155	carv	9
2156	carver	1
2157	case	169
2158	casetch	1
2159	cash	24
2160	cashier	1
2161	casino	1
2162	casket	16
2163	cast	47
2164	castellano	2
2165	castiel	1
2166	castil	1
2167	castleburi	4
2168	castro	9
2169	casual	2
2170	casualti	22
2171	cat	2
2172	cataclysm	1
2173	catalyst	1
2174	catastroph	12
2175	catcal	1
2176	catch	16
2177	cate	4
2178	categor	1
2179	categori	1
2180	caterpillar	2
2181	cathedr	1
2182	catherin	3
2183	cathi	1
2184	cathol	7
2185	catholicrelief	1
2186	cattl	2
2187	caucasian	2
2188	caught	46
2189	caus	86
2190	caution	18
2191	cautiou	19
2192	cautious	2
2193	cave	3
2194	cavern	1
2195	cavort	1
2196	cawl	3
2197	cayman	3
2198	cb	6
2199	cd	1
2200	ceas	14
2201	ceaselessli	2
2202	ceausescu	1
2203	cecil	1
2204	cedar	2
2205	cede	3
2206	cedomir	1
2207	cedric	6
2208	ceil	2
2209	celebr	83
2210	celebrateor	1
2211	celera	1
2212	celest	1
2213	cell	23
2214	cellblock	1
2215	cellphon	2
2216	cellular	10
2217	cement	7
2218	cemeteri	8
2219	censor	2
2220	censorship	2
2221	cent	1
2222	centcom	2
2223	center	145
2224	centerpiec	2
2225	centigrad	1
2226	centimet	1
2227	central	85
2228	centrist	6
2229	centuri	28
2230	ceo	1
2231	ceremoni	52
2232	cerf	9
2233	cerna	3
2234	certain	36
2235	certainli	56
2236	certainti	4
2237	certif	3
2238	certifi	3
2239	cesar	2
2240	cessat	1
2241	cessna	7
2242	cetera	1
2243	cetinj	1
2244	cha	1
2245	chad	1
2246	chadwick	2
2247	chafe	3
2248	chagrin	1
2249	chain	10
2250	chair	17
2251	chairman	55
2252	chairmen	3
2253	chalk	2
2254	challeng	84
2255	chamber	16
2256	chamberlain	2
2257	chameleon	1
2258	champ	9
2259	champion	55
2260	championship	7
2261	chanc	99
2262	chancellor	5
2263	chanda	3
2264	chandeli	2
2265	chandler	6
2266	chandrika	1
2267	chang	144
2268	changeov	9
2269	channel	18
2270	chant	31
2271	chao	36
2272	chaotic	7
2273	chap	2
2274	chapel	4
2275	chaplain	7
2276	chaplin	1
2277	chappaqua	11
2278	chapter	7
2279	char	3
2280	charact	13
2281	character	7
2282	characterist	5
2283	charad	1
2284	charg	193
2285	charisma	2
2286	charit	5
2287	chariti	5
2288	charl	24
2289	charleston	2
2290	charlestown	1
2291	charli	2
2292	charlott	2
2293	chart	2
2294	charter	7
2295	chase	22
2296	chasm	2
2297	chat	5
2298	chattanooga	1
2299	chatti	1
2300	chau	1
2301	chauffeur	1
2302	chavez	4
2303	cheap	1
2304	cheat	11
2305	chebeck	8
2306	chechnya	8
2307	check	40
2308	checker	1
2309	checkpoint	2
2310	checkup	3
2311	cheek	1
2312	cheer	34
2313	cheerlead	2
2314	chees	1
2315	chef	2
2316	chela	4
2317	chell	1
2318	chelsea	17
2319	chemic	7
2320	chemistri	3
2321	chemotherapi	1
2322	chenei	31
2323	cheri	12
2324	cherish	2
2325	chernomyrdin	2
2326	cheroke	3
2327	cheron	3
2328	cherri	2
2329	chesapeak	1
2330	chest	8
2331	chetna	1
2332	chetsov	1
2333	chew	1
2334	chi	25
2335	chic	1
2336	chicago	6
2337	chicken	2
2338	chide	1
2339	chief	197
2340	chiefli	3
2341	child	47
2342	childhood	4
2343	children	69
2344	chile	8
2345	chill	15
2346	chilli	5
2347	chillicoth	1
2348	china	31
2349	chines	11
2350	chinfo	4
2351	ching	1
2352	chink	1
2353	chino	1
2354	chip	8
2355	chirac	6
2356	chisel	1
2357	chizhov	1
2358	chizov	1
2359	chladkova	3
2360	chlorin	4
2361	chocol	1
2362	choi	1
2363	choic	41
2364	chok	1
2365	choke	7
2366	cholera	1
2367	chomp	1
2368	chon	1
2369	choos	18
2370	chopper	1
2371	chopstick	1
2372	choreograph	1
2373	chorichech	1
2374	choru	1
2375	chose	13
2376	chosen	14
2377	chouchescu	1
2378	chow	1
2379	chri	34
2380	chrisdorton	1
2381	christen	3
2382	christi	4
2383	christian	27
2384	christianchildrensfund	1
2385	christina	3
2386	christma	62
2387	christoph	17
2388	chronic	2
2389	chronicl	2
2390	chrysanthemum	1
2391	chu	1
2392	chubbi	2
2393	chuck	9
2394	chuckl	2
2395	chudakova	3
2396	chunk	4
2397	church	43
2398	churchvil	1
2399	churchworldservic	1
2400	churn	1
2401	cia	24
2402	cienfuego	1
2403	cigarett	2
2404	cinder	1
2405	cinderblock	3
2406	cinema	2
2407	cio	2
2408	circl	19
2409	circu	3
2410	circuit	8
2411	circul	8
2412	circumst	32
2413	circumstanti	2
2414	circumv	3
2415	cisnero	7
2416	ciss	1
2417	citadel	1
2418	citat	2
2419	cite	38
2420	citi	218
2421	citizen	73
2422	citizenri	2
2423	citizenship	10
2424	citywid	1
2425	civic	4
2426	civil	61
2427	civilian	52
2428	clad	3
2429	clai	4
2430	claiborn	1
2431	claim	129
2432	clair	6
2433	clamber	5
2434	clamor	3
2435	clandestin	3
2436	clap	1
2437	clarenc	1
2438	clarifi	3
2439	clariti	1
2440	clark	41
2441	clarkston	1
2442	clash	54
2443	clasp	1
2444	class	47
2445	classic	7
2446	classifi	38
2447	classmat	2
2448	classroom	2
2449	clavet	1
2450	claw	6
2451	clean	24
2452	cleanli	1
2453	cleans	6
2454	clear	187
2455	clearanc	5
2456	clearer	4
2457	clearest	1
2458	clearli	56
2459	cleavag	1
2460	cleaver	1
2461	clemenc	31
2462	clement	24
2463	clergi	2
2464	cleric	3
2465	clerk	6
2466	cleveland	1
2467	clever	4
2468	cleverli	1
2469	click	2
2470	client	9
2471	cliff	1
2472	clifford	2
2473	clijster	11
2474	climact	1
2475	climat	4
2476	climax	4
2477	climb	22
2478	clime	1
2479	clinch	2
2480	cling	8
2481	clinic	8
2482	clink	1
2483	clinton	271
2484	clintonesqu	1
2485	clintonit	1
2486	clip	2
2487	clister	1
2488	cloak	1
2489	clock	12
2490	clod	1
2491	clodfelt	4
2492	clog	1
2493	cloister	1
2494	cloner	1
2495	closabl	1
2496	close	259
2497	closemouth	1
2498	closer	29
2499	closest	32
2500	closet	1
2501	closeup	1
2502	closhg	1
2503	closur	7
2504	cloth	44
2505	cloud	22
2506	cloudless	1
2507	clout	4
2508	clown	1
2509	clton	1
2510	club	15
2511	clue	27
2512	clump	1
2513	clumsi	1
2514	clung	2
2515	cluster	4
2516	clutch	4
2517	clyde	1
2518	cmc	1
2519	cmdr	35
2520	cnn	49
2521	coach	15
2522	coachlight	8
2523	coal	32
2524	coalit	35
2525	coalmin	1
2526	coast	106
2527	coastal	10
2528	coaster	1
2529	coastlin	9
2530	coat	9
2531	coax	3
2532	cobar	1
2533	coburn	4
2534	coca	2
2535	cocain	8
2536	cochran	4
2537	cochranvil	1
2538	cock	6
2539	cocker	1
2540	cocktail	3
2541	coco	2
2542	cocoa	14
2543	cocodi	3
2544	code	7
2545	codi	5
2546	coei	1
2547	coercion	1
2548	coetzer	16
2549	coffe	26
2550	coffer	2
2551	coffield	1
2552	coffin	14
2553	cognac	1
2554	cohen	56
2555	coher	1
2556	cohes	3
2557	cohort	1
2558	coil	2
2559	coin	3
2560	coincid	6
2561	coincident	1
2562	coker	1
2563	coki	2
2564	col	18
2565	cold	45
2566	cole	290
2567	coleman	1
2568	coler	7
2569	colin	7
2570	colina	23
2571	collabor	3
2572	collag	1
2573	collaps	86
2574	collar	1
2575	collat	2
2576	colleagu	23
2577	collect	32
2578	collector	5
2579	colleg	35
2580	coller	4
2581	collid	7
2582	collin	2
2583	collis	20
2584	collus	1
2585	colo	9
2586	colobora	1
2587	colombia	10
2588	colombian	3
2589	colon	4
2590	coloni	20
2591	colonna	1
2592	color	16
2593	colorado	24
2594	columbia	15
2595	columbin	1
2596	column	7
2597	columnist	1
2598	comasagua	5
2599	comb	10
2600	combat	22
2601	combin	20
2602	combrat	1
2603	come	1
2604	comeback	17
2605	comedian	1
2606	comen	1
2607	comfort	25
2608	comic	1
2609	command	127
2610	commando	5
2611	commemor	7
2612	commenc	1
2613	commend	3
2614	comment	82
2615	commentari	5
2616	commerc	11
2617	commerci	38
2618	comminut	1
2619	commiss	94
2620	commissari	2
2621	commission	15
2622	commit	89
2623	committe	80
2624	commod	11
2625	common	39
2626	commonli	5
2627	commot	1
2628	commun	113
2629	communiqu	5
2630	communist	65
2631	commut	20
2632	compact	1
2633	compani	76
2634	companion	4
2635	companionship	4
2636	compar	31
2637	comparison	9
2638	compart	38
2639	compass	5
2640	compassion	3
2641	compel	10
2642	compens	3
2643	compensatori	1
2644	compet	16
2645	competit	22
2646	competitor	2
2647	compil	4
2648	complac	4
2649	complain	40
2650	complaint	21
2651	complement	2
2652	complet	104
2653	complex	41
2654	compli	5
2655	complianc	2
2656	complic	31
2657	compliment	5
2658	compon	2
2659	compos	1
2660	composit	4
2661	composur	5
2662	compound	30
2663	comprehend	1
2664	comprehens	5
2665	compress	1
2666	compris	3
2667	compromis	16
2668	compuls	1
2669	comput	10
2670	comrad	7
2671	con	1
2672	conceal	10
2673	conced	49
2674	conceiv	9
2675	concentr	20
2676	concept	7
2677	concern	105
2678	concernusa	1
2679	concert	8
2680	concess	16
2681	conchita	3
2682	concili	2
2683	conciliatori	3
2684	conclud	47
2685	conclus	31
2686	concret	38
2687	concur	1
2688	concuss	1
2689	condemn	24
2690	condit	136
2691	condition	3
2692	condol	15
2693	condoleezza	1
2694	condon	2
2695	conduct	51
2696	conduit	1
2697	confer	68
2698	confess	10
2699	confetti	8
2700	confid	61
2701	confidenti	1
2702	configur	1
2703	confin	6
2704	confirm	117
2705	confisc	1
2706	conflict	46
2707	conform	1
2708	confound	2
2709	confront	39
2710	confus	22
2711	cong	1
2712	congeni	1
2713	congest	5
2714	congo	2
2715	congratul	29
2716	congreg	1
2717	congress	112
2718	congression	39
2719	congressman	42
2720	congressmen	1
2721	congresswoman	2
2722	conjunct	2
2723	conn	4
2724	connal	24
2725	connect	68
2726	connecticut	13
2727	connel	1
2728	connelli	1
2729	connett	1
2730	conni	7
2731	conniv	1
2732	connoli	1
2733	connolli	1
2734	connor	1
2735	conquer	1
2736	conqueror	3
2737	conquest	2
2738	conrad	6
2739	conscienc	3
2740	consciou	4
2741	conscious	2
2742	consecut	27
2743	consensu	9
2744	consent	2
2745	consequ	18
2746	consequenti	1
2747	conserv	19
2748	conservat	1
2749	conservationist	1
2750	consid	131
2751	consider	28
2752	consign	1
2753	consist	14
2754	consistu	1
2755	consol	8
2756	consolid	13
2757	consortium	7
2758	conspicu	2
2759	conspir	6
2760	conspiraci	18
2761	constant	10
2762	constantinescu	1
2763	constantli	10
2764	constern	1
2765	constitu	5
2766	constitut	103
2767	constitution	5
2768	constrain	1
2769	constrict	1
2770	construct	30
2771	consul	10
2772	consular	3
2773	consult	20
2774	consum	5
2775	consumpt	1
2776	contact	38
2777	contain	46
2778	contamin	1
2779	contempl	4
2780	contemporari	2
2781	contempt	9
2782	contend	25
2783	content	20
2784	contenti	4
2785	contest	44
2786	context	10
2787	contin	6
2788	continent	1
2789	conting	4
2790	continu	230
2791	contort	1
2792	contra	1
2793	contract	26
2794	contractor	4
2795	contradict	6
2796	contrari	7
2797	contrast	5
2798	contribut	47
2799	contributor	5
2800	contrit	1
2801	contriv	1
2802	control	182
2803	controversi	34
2804	convei	3
2805	conven	8
2806	conveni	16
2807	convent	8
2808	converg	14
2809	convers	18
2810	convert	5
2811	convict	123
2812	convictsgetawai	1
2813	convinc	27
2814	convincingli	1
2815	convoi	14
2816	convok	1
2817	cooei	1
2818	cook	20
2819	cool	8
2820	cooler	2
2821	coon	1
2822	cooper	72
2823	coordin	27
2824	cop	2
2825	cope	9
2826	copi	19
2827	copper	2
2828	cord	1
2829	cordial	3
2830	cordillera	1
2831	cordon	10
2832	core	10
2833	corech	1
2834	corei	2
2835	coretta	1
2836	cori	3
2837	corina	4
2838	corn	2
2839	cornahaim	1
2840	cornaheim	1
2841	cornard	1
2842	corner	34
2843	cornerston	1
2844	cornett	2
2845	corni	1
2846	cornwal	1
2847	corollari	1
2848	coron	2
2849	corp	16
2850	corpor	15
2851	corps	13
2852	corpu	1
2853	corral	1
2854	correct	25
2855	correctli	5
2856	correl	4
2857	correspond	26
2858	corridor	2
2859	corros	3
2860	corrug	2
2861	corrupt	78
2862	corzin	13
2863	cosbi	1
2864	cosic	1
2865	cosmeniov	1
2866	cosminov	1
2867	cost	41
2868	costa	4
2869	costello	1
2870	costelow	1
2871	costli	5
2872	costliest	3
2873	cot	4
2874	coteri	1
2875	cotibua	1
2876	coton	1
2877	cotton	7
2878	couch	2
2879	coue	1
2880	coulibali	9
2881	council	43
2882	councilman	1
2883	counsel	24
2884	counselor	2
2885	count	80
2886	counter	22
2887	counterattack	4
2888	counterintellig	3
2889	counternarcot	1
2890	counterpart	5
2891	counterpunch	1
2892	counterrevolutionari	1
2893	counterterror	10
2894	counti	35
2895	countless	1
2896	countri	412
2897	countryman	7
2898	countrymen	8
2899	countrysid	15
2900	coup	44
2901	coupl	40
2902	courag	11
2903	courier	3
2904	cours	62
2905	court	193
2906	courtesi	1
2907	courthous	4
2908	courtland	1
2909	courtroom	7
2910	courtsid	2
2911	courtyard	6
2912	cousin	4
2913	coustunitza	1
2914	coven	1
2915	cover	68
2916	coverag	19
2917	coverdel	3
2918	covic	3
2919	cow	7
2920	coward	2
2921	cowardli	15
2922	cowboi	3
2923	cower	3
2924	cowl	1
2925	cp_yemen	1
2926	cpn	2
2927	crabbi	1
2928	crack	32
2929	crackdown	10
2930	crackl	2
2931	cradl	1
2932	craft	19
2933	crafti	2
2934	cragei	3
2935	craggi	1
2936	craig	13
2937	cram	3
2938	cramp	8
2939	crane	18
2940	cranni	1
2941	crap	1
2942	crash	85
2943	crater	6
2944	crave	2
2945	crawl	9
2946	crazi	7
2947	creak	1
2948	creaki	2
2949	cream	3
2950	creasingli	1
2951	creat	49
2952	creation	5
2953	creativ	2
2954	creator	1
2955	credenc	2
2956	credenti	16
2957	credibl	42
2958	credit	20
2959	creditor	4
2960	cree	1
2961	creed	2
2962	creek	1
2963	creep	5
2964	creepi	1
2965	cremat	4
2966	crematoria	1
2967	crematorium	1
2968	crept	6
2969	crescent	1
2970	crest	2
2971	crestfallen	1
2972	crevic	1
2973	crew	133
2974	crewman	4
2975	crewmemb	5
2976	crewmen	10
2977	cri	19
2978	crime	83
2979	crimin	105
2980	criminolog	1
2981	crippl	40
2982	crise	14
2983	crisi	54
2984	crisp	3
2985	cristo	1
2986	criteria	2
2987	critic	121
2988	croat	3
2989	croatia	14
2990	croatian	3
2991	croifl	1
2992	croni	18
2993	crook	7
2994	crop	3
2995	crosbi	5
2996	cross	12
2997	crosscourt	5
2998	crossfir	1
2999	crouch	12
3000	crous	1
3001	crow	1
3002	crowbar	6
3003	crowd	106
3004	crowlei	10
3005	crown	8
3006	crucial	21
3007	crucifi	1
3008	crude	1
3009	crue	1
3010	cruel	3
3011	cruelti	3
3012	cruis	16
3013	cruiser	3
3014	cruman	1
3015	crumbl	21
3016	crumpl	3
3017	crusad	4
3018	crush	22
3019	crust	1
3020	crutch	6
3021	cruz	1
3022	crwrc	1
3023	cry	15
3024	cryptic	1
3025	crystal	2
3026	cuba	9
3027	cuban	3
3028	cue	1
3029	cuellar	6
3030	cuff	1
3031	cul	1
3032	culmin	8
3033	culpabl	1
3034	culprit	9
3035	cultiv	2
3036	cultur	12
3037	cummin	2
3038	cun	5
3039	cuomo	3
3040	cup	9
3041	cupboard	1
3042	curb	4
3043	curdl	1
3044	cure	1
3045	curfew	10
3046	curios	2
3047	curiou	9
3048	currenc	2
3049	current	52
3050	curriculum	4
3051	curs	4
3052	cursori	1
3053	curt	2
3054	curtail	4
3055	curtain	3
3056	curti	3
3057	curv	3
3058	cush	2
3059	cusp	1
3060	cussin	2
3061	custodi	21
3062	custodian	3
3063	custom	9
3064	customari	2
3065	cut	115
3066	cutback	1
3067	cutigua	1
3068	cutter	8
3069	cybercaf	1
3070	cybernet	1
3071	cycl	3
3072	cyclon	1
3073	cylind	1
3074	cylindr	1
3075	cynic	9
3076	cypru	1
3077	cyr	1
3078	czarist	2
3079	czech	14
3080	czechoslovakian	1
3081	da	3
3082	dad	11
3083	dada	1
3084	dade	2
3085	dadiv	1
3086	dae	5
3087	daewoo	5
3088	dagestan	3
3089	dagger	3
3090	dai	476
3091	daili	29
3092	daja	2
3093	dakota	19
3094	dakotan	1
3095	dakouri	1
3096	dalal	1
3097	dale	2
3098	dalei	7
3099	dali	1
3100	dalla	37
3101	dalworthington	1
3102	dam	1
3103	damag	156
3104	damascu	2
3105	dame	1
3106	damir	3
3107	dammaj	1
3108	damor	1
3109	damp	1
3110	dampen	2
3111	dan	18
3112	dana	2
3113	danah	4
3114	danburi	1
3115	danc	11
3116	dancer	3
3117	dandelion	1
3118	dane	1
3119	danewich	1
3120	danforth	3
3121	danger	103
3122	dangl	2
3123	daniel	19
3124	daniela	6
3125	daniil	2
3126	danni	1
3127	danzig	4
3128	daoud	1
3129	dapist	1
3130	dar	5
3131	darden	1
3132	dare	15
3133	daren	7
3134	dark	29
3135	darken	3
3136	darl	1
3137	darn	1
3138	darrel	2
3139	dart	1
3140	darwinian	1
3141	daschl	11
3142	dash	4
3143	dashboard	1
3144	data	4
3145	date	32
3146	datelin	7
3147	daughter	55
3148	daunt	6
3149	dave	18
3150	davenport	44
3151	davi	4
3152	david	59
3153	davidian	2
3154	dawn	24
3155	daybreak	3
3156	dayeb	1
3157	daylight	4
3158	dayton	9
3159	daytona	1
3160	daze	4
3161	dazesurvivor	1
3162	dc	7
3163	dd	1
3164	ddg67	7
3165	dea	1
3166	deactiv	2
3167	dead	165
3168	deadli	53
3169	deadliest	16
3170	deadlin	13
3171	deadlock	3
3172	deaf	1
3173	deal	98
3174	dealt	6
3175	dean	5
3176	dear	5
3177	dearborn	1
3178	dearli	3
3179	death	211
3180	debar	1
3181	debat	65
3182	debbi	5
3183	deborah	3
3184	debra	2
3185	debri	47
3186	debt	14
3187	debut	1
3188	dec	48
3189	decad	83
3190	decai	2
3191	deceas	8
3192	deceit	1
3193	decemb	79
3194	decent	2
3195	decentr	3
3196	decept	1
3197	decibel	1
3198	decid	103
3199	decidedli	1
3200	decis	174
3201	deck	44
3202	declar	99
3203	declassifi	1
3204	declin	48
3205	decod	2
3206	decompos	1
3207	decor	2
3208	decrat	2
3209	decre	2
3210	decri	3
3211	ded	1
3212	dedic	9
3213	dedinj	5
3214	deed	3
3215	deem	8
3216	deep	54
3217	deepen	5
3218	deeper	3
3219	deepest	1
3220	deepli	23
3221	defac	1
3222	default	3
3223	defeat	143
3224	defect	2
3225	defenc	3
3226	defend	121
3227	defens	155
3228	defenselink	3
3229	defer	2
3230	defi	6
3231	defianc	7
3232	defiant	6
3233	defiantli	2
3234	defici	1
3235	deficit	11
3236	defin	7
3237	definit	37
3238	deflat	1
3239	deflect	6
3240	defoli	1
3241	defolt	1
3242	deforest	10
3243	defraud	3
3244	defunct	2
3245	defus	3
3246	degr	1
3247	degrad	4
3248	degre	31
3249	dehuman	1
3250	dehydr	3
3251	del	11
3252	delai	34
3253	delawar	25
3254	deleg	10
3255	delhi	17
3256	deli	1
3257	deliber	15
3258	delic	7
3259	delici	1
3260	delight	5
3261	deliv	36
3262	deliveri	2
3263	dell	1
3264	delsaut	2
3265	delta	9
3266	delus	2
3267	delv	1
3268	demaci	1
3269	demagogu	2
3270	demand	75
3271	demarc	1
3272	demean	1
3273	demeanor	2
3274	dementieva	5
3275	demick	1
3276	demilitar	1
